tripTitle,tripPrice,tripItinerary,tripDescription,tripCountry,tripState,tripStart,tripEnd,tripDuration,tripActivation,tripInterest,tripTotalSignUp,tripPromo,tripPromoPercentage
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
